VBELV,POSNV,VBELN,POSNN,VBTYP_N,VBTYP_V,RFMNG,MEINS,RFWRT,WAERS,ERDAT,ERZET,MATNR,BWART,AEDAT,FKTYP
0080004836,000001,19990304,202157,Q,J,648.0,ST,0.0, ,19990304,202157, , ,00000000, 
0080004837,000001,0049013816,000001,R,J,432.0,ST,5836.32,USD,19990304,202203,R100011,641,00000000, 
0080004837,000001,19990304,202202,Q,J,432.0,ST,0.0, ,19990304,202202, , ,00000000, 
0080004838,000001,0049013817,000001,R,J,480.0,ST,6484.8,USD,19990304,202207,R100011,641,00000000, 
0080004838,000001,19990304,202205,Q,J,480.0,ST,0.0, ,19990304,202205, , ,00000000, 
0080004839,000001,0049013818,000001,R,J,588.0,ST,7943.88,USD,19990304,202210,R100011,641,00000000, 
0080004839,000001,19990304,202209,Q,J,588.0,ST,0.0, ,19990304,202209, , ,00000000, 
0080004840,000001,0049013819,000001,R,J,69.0,ST,4623.0,USD,19990304,202216,R100012,641,00000000, 
0080004840,000001,19990304,202214,Q,J,69.0,ST,0.0, ,19990304,202214, , ,00000000, 
0080004841,000001,0049013820,000001,R,J,46.0,ST,3082.0,USD,19990304,202220,R100012,641,00000000, 
0080004841,000001,19990304,202219,Q,J,46.0,ST,0.0, ,19990304,202219, , ,00000000, 
0080004842,000001,0049013821,000001,R,J,51.0,ST,3417.0,USD,19990304,202226,R100012,641,00000000, 
0080004842,000001,19990304,202224,Q,J,51.0,ST,0.0, ,19990304,202224, , ,00000000, 
0080004843,000001,0049013822,000001,R,J,63.0,ST,4221.0,USD,19990304,202230,R100012,641,00000000, 
0080004843,000001,19990304,202229,Q,J,63.0,ST,0.0, ,19990304,202229, , ,00000000, 
0080004844,000001,0049013847,000001,R,J,1128.0,ST,8538.96,USD,19990305,200626,R100004,641,00000000, 
0080004844,000001,19990305,200622,Q,J,1128.0,ST,0.0, ,19990305,200622, , ,00000000, 
0080004845,000001,0049013848,000001,R,J,744.0,ST,5632.08,USD,19990305,200631,R100004,641,00000000, 
0080004845,000001,19990305,200629,Q,J,744.0,ST,0.0, ,19990305,200629, , ,00000000, 
0080004846,000001,0049013849,000001,R,J,840.0,ST,6358.8,USD,19990305,200634,R100004,641,00000000, 
0080004846,000001,19990305,200633,Q,J,840.0,ST,0.0, ,19990305,200633, , ,00000000, 
0080004847,000001,0049013850,000001,R,J,1032.0,ST,7812.24,USD,19990305,200638,R100004,641,00000000, 
0080004847,000001,19990305,200637,Q,J,1032.0,ST,0.0, ,19990305,200637, , ,00000000, 
0080004848,000001,0049013851,000001,R,J,13770.0,ST,7298.1,USD,19990305,200641,R100000,641,00000000, 
0080004848,000001,19990305,200640,Q,J,13770.0,ST,0.0, ,19990305,200640, , ,00000000, 
0080004849,000001,0049013852,000001,R,J,9180.0,ST,4865.4,USD,19990305,200645,R100000,641,00000000, 
0080004849,000001,19990305,200644,Q,J,9180.0,ST,0.0, ,19990305,200644, , ,00000000, 
0080004850,000001,0049013853,000001,R,J,10320.0,ST,5469.6,USD,19990305,200648,R100000,641,00000000, 
0080004850,000001,19990305,200647,Q,J,10320.0,ST,0.0, ,19990305,200647, , ,00000000, 
0080004851,000001,0049013854,000001,R,J,12620.0,ST,6688.6,USD,19990305,200652,R100000,641,00000000, 
0080004851,000001,19990305,200650,Q,J,12620.0,ST,0.0, ,19990305,200650, , ,00000000, 
0080004852,000001,0049013855,000001,R,J,6450.0,ST,6192.0,USD,19990305,200655,R100001,641,00000000, 
0080004852,000001,19990305,200654,Q,J,6450.0,ST,0.0, ,19990305,200654, , ,00000000, 
0080004853,000001,0049013856,000001,R,J,4300.0,ST,4128.0,USD,19990305,200658,R100001,641,00000000, 
0080004853,000001,19990305,200657,Q,J,4300.0,ST,0.0, ,19990305,200657, , ,00000000, 
0080004854,000001,0049013857,000001,R,J,4840.0,ST,4646.4,USD,19990305,200702,R100001,641,00000000, 
0080004854,000001,19990305,200701,Q,J,4840.0,ST,0.0, ,19990305,200701, , ,00000000, 
0080004855,000001,0049013858,000001,R,J,5920.0,ST,5683.2,USD,19990305,200705,R100001,641,00000000, 
0080004855,000001,19990305,200704,Q,J,5920.0,ST,0.0, ,19990305,200704, , ,00000000, 
0080004856,000001,0049013859,000001,R,J,362.0,ST,314.94,USD,19990305,200708,R100005,641,00000000, 
0080004856,000001,19990305,200707,Q,J,362.0,ST,0.0, ,19990305,200707, , ,00000000, 
0080004857,000001,0049013860,000001,R,J,241.0,ST,209.67,USD,19990305,200712,R100005,641,00000000, 
0080004857,000001,19990305,200711,Q,J,241.0,ST,0.0, ,19990305,200711, , ,00000000, 
0080004858,000001,0049013861,000001,R,J,272.0,ST,236.64,USD,19990305,200715,R100005,641,00000000, 
0080004858,000001,19990305,200714,Q,J,272.0,ST,0.0, ,19990305,200714, , ,00000000, 
0080004859,000001,0049013862,000001,R,J,332.0,ST,288.84,USD,19990305,200719,R100005,641,00000000, 
0080004859,000001,19990305,200718,Q,J,332.0,ST,0.0, ,19990305,200718, , ,00000000, 
0080004860,000001,0049013863,000001,R,J,1843.0,ST,1806.14,USD,19990305,200722,R100006,641,00000000, 
0080004860,000001,19990305,200721,Q,J,1843.0,ST,0.0, ,19990305,200721, , ,00000000, 
0080004861,000001,0049013864,000001,R,J,1229.0,ST,1204.42,USD,19990305,200726,R100006,641,00000000, 
0080004861,000001,19990305,200724,Q,J,1229.0,ST,0.0, ,19990305,200724, , ,00000000, 
0080004862,000001,0049013865,000001,R,J,1382.0,ST,1354.36,USD,19990305,200729,R100006,641,00000000, 
0080004862,000001,19990305,200728,Q,J,1382.0,ST,0.0, ,19990305,200728, , ,00000000, 
0080004863,000001,0049013866,000001,R,J,1690.0,ST,1656.2,USD,19990305,200733,R100006,641,00000000, 
0080004863,000001,19990305,200732,Q,J,1690.0,ST,0.0, ,19990305,200732, , ,00000000, 
0080004864,000001,0049013867,000001,R,J,5123.0,ST,5532.84,USD,19990305,200737,R100026,641,00000000, 
0080004864,000001,19990305,200736,Q,J,5123.0,ST,0.0, ,19990305,200736, , ,00000000, 
0080004865,000001,0049013868,000001,R,J,3415.0,ST,3688.2,USD,19990305,200741,R100026,641,00000000, 
0080004865,000001,19990305,200739,Q,J,3415.0,ST,0.0, ,19990305,200739, , ,00000000, 
0080004866,000001,0049013869,000001,R,J,3842.0,ST,4149.36,USD,19990305,200745,R100026,641,00000000, 
0080004866,000001,19990305,200744,Q,J,3842.0,ST,0.0, ,19990305,200744, , ,00000000, 
0080004867,000001,0049013870,000001,R,J,4696.0,ST,5071.68,USD,19990305,200748,R100026,641,00000000, 
0080004867,000001,19990305,200747,Q,J,4696.0,ST,0.0, ,19990305,200747, , ,00000000, 
0080004868,000001,0049013871,000001,R,J,4271.0,ST,4612.68,USD,19990305,200752,R100027,641,00000000, 
0080004868,000001,19990305,200751,Q,J,4271.0,ST,0.0, ,19990305,200751, , ,00000000, 
0080004869,000001,0049013872,000001,R,J,2847.0,ST,3074.76,USD,19990305,200755,R100027,641,00000000, 
0080004869,000001,19990305,200754,Q,J,2847.0,ST,0.0, ,19990305,200754, , ,00000000, 
0080004870,000001,0049013873,000001,R,J,3203.0,ST,3459.24,USD,19990305,200800,R100027,641,00000000, 
0080004870,000001,19990305,200759,Q,J,3203.0,ST,0.0, ,19990305,200759, , ,00000000, 
0080004871,000001,0049013874,000001,R,J,3915.0,ST,4228.2,USD,19990305,200803,R100027,641,00000000, 
0080004871,000001,19990305,200802,Q,J,3915.0,ST,0.0, ,19990305,200802, , ,00000000, 
0080004872,000001,0049013875,000001,R,J,850.0,ST,1810.5,USD,19990305,200807,R100007,641,00000000, 
0080004872,000001,19990305,200806,Q,J,850.0,ST,0.0, ,19990305,200806, , ,00000000, 
0080004873,000001,0049013876,000001,R,J,570.0,ST,1214.1,USD,19990305,200810,R100007,641,00000000, 
0080004873,000001,19990305,200809,Q,J,570.0,ST,0.0, ,19990305,200809, , ,00000000, 
0080004874,000001,0049013877,000001,R,J,640.0,ST,1363.2,USD,19990305,200815,R100007,641,00000000, 
0080004874,000001,19990305,200814,Q,J,640.0,ST,0.0, ,19990305,200814, , ,00000000, 
0080004875,000001,0049013878,000001,R,J,780.0,ST,1661.4,USD,19990305,200818,R100007,641,00000000, 
0080004875,000001,19990305,200817,Q,J,780.0,ST,0.0, ,19990305,200817, , ,00000000, 
0080004876,000001,0049013879,000001,R,J,1490.0,LB,3814.4,USD,19990305,200822,R100008,641,00000000, 
0080004876,000001,19990305,200820,Q,J,1490.0,LB,0.0, ,19990305,200820, , ,00000000, 
0080004877,000001,0049013880,000001,R,J,990.0,LB,2534.4,USD,19990305,200825,R100008,641,00000000, 
0080004877,000001,19990305,200824,Q,J,990.0,LB,0.0, ,19990305,200824, , ,00000000, 
0080004878,000001,0049013881,000001,R,J,1110.0,LB,2841.6,USD,19990305,200828,R100008,641,00000000, 
0080004878,000001,19990305,200827,Q,J,1110.0,LB,0.0, ,19990305,200827, , ,00000000, 
0080004879,000001,0049013882,000001,R,J,1360.0,LB,3481.6,USD,19990305,200832,R100008,641,00000000, 
0080004879,000001,19990305,200831,Q,J,1360.0,LB,0.0, ,19990305,200831, , ,00000000, 
0080004880,000001,0049013883,000001,R,J,680.0,LB,1683.0,USD,19990305,200835,R100002,641,00000000, 
0080004880,000001,19990305,200834,Q,J,680.0,LB,0.0, ,19990305,200834, , ,00000000, 
0080004881,000001,0049013884,000001,R,J,460.0,LB,1138.5,USD,19990305,200839,R100002,641,00000000, 
0080004881,000001,19990305,200837,Q,J,460.0,LB,0.0, ,19990305,200837, , ,00000000, 
0080004882,000001,0049013885,000001,R,J,520.0,LB,1287.0,USD,19990305,200842,R100002,641,00000000, 
0080004882,000001,19990305,200841,Q,J,520.0,LB,0.0, ,19990305,200841, , ,00000000, 
0080004883,000001,0049013886,000001,R,J,620.0,LB,1534.5,USD,19990305,200846,R100002,641,00000000, 
0080004883,000001,19990305,200844,Q,J,620.0,LB,0.0, ,19990305,200844, , ,00000000, 
0080004884,000010,0000000021,000001,Q,J,1.0,ST,0.0, ,19990308,155956,IAD-3000, ,00000000, 
0080004884,000010,0049013929,000001,R,J,1.0,ST,0.0,USD,19990308,160032,IAD-3000,601,00000000, 
0080004887,000010,0000000481,000001,Q,J,247.0,ST,0.0, ,19990311,201113,DPC1013, ,00000000, 
0080004887,000010,0049013999,000001,R,J,247.0,ST,17109.69,DEM,19990311,201157,DPC1013,601,00000000, 
0080004887,000010,0090011039,000010,M,J,247.0,ST,23956.53,DEM,19990312,200444, , ,00000000,L
0080004887,000020,0000000481,000002,Q,J,409.0,ST,0.0, ,19990311,201113,DPC1009, ,00000000, 
0080004887,000020,0049013999,000002,R,J,409.0,ST,13292.5,DEM,19990311,201157,DPC1009,601,00000000, 
0080004887,000020,0090011039,000020,M,J,409.0,ST,18609.5,DEM,19990312,200444, , ,00000000,L
0080004887,000030,0000000481,000003,Q,J,104.0,ST,0.0, ,19990311,201113,DPC1017, ,00000000, 
0080004887,000030,0049013999,000003,R,J,104.0,ST,7702.24,DEM,19990311,201157,DPC1017,601,00000000, 
0080004887,000030,0090011039,000030,M,J,104.0,ST,10878.4,DEM,19990312,200444, , ,00000000,L
0080004887,000040,0000000481,000004,Q,J,312.0,ST,0.0, ,19990311,201113,DPC1002, ,00000000, 
0080004887,000040,0049013999,000004,R,J,312.0,ST,96351.84,DEM,19990311,201157,DPC1002,601,00000000, 
0080004887,000040,0090011039,000040,M,J,312.0,ST,134784.0,DEM,19990312,200444, , ,00000000,L
0080004888,000010,0000000482,000001,Q,J,377.0,ST,0.0, ,19990311,201219,DPC1010, ,00000000, 
0080004888,000010,0049014000,000001,R,J,377.0,ST,12173.33,DEM,19990311,201223,DPC1010,601,00000000, 
0080004888,000010,0090011040,000010,M,J,377.0,ST,18623.8,DEM,19990312,200517, , ,00000000,L
0080004888,000020,0000000482,000002,Q,J,120.0,ST,0.0, ,19990311,201219,DPC1014, ,00000000, 
0080004888,000020,0049014000,000002,R,J,120.0,ST,11913.6,DEM,19990311,201223,DPC1014,601,00000000, 
0080004888,000020,0090011040,000020,M,J,120.0,ST,16680.0,DEM,19990312,200517, , ,00000000,L
0080004888,000030,0000000482,000003,Q,J,175.0,ST,0.0, ,19990311,201219,DPC1003, ,00000000, 
0080004888,000030,0049014000,000003,R,J,175.0,ST,104075.43,DEM,19990311,201223,DPC1003,601,00000000, 
0080004888,000030,0090011040,000030,M,J,175.0,ST,148225.0,DEM,19990312,200517, , ,00000000,L
0080004888,000040,0000000482,000004,Q,J,65.0,ST,0.0, ,19990311,201219,DPC1019, ,00000000, 
0080004888,000040,0049014000,000004,R,J,65.0,ST,25070.5,DEM,19990311,201223,DPC1019,601,00000000, 
0080004888,000040,0090011040,000040,M,J,65.0,ST,35100.0,DEM,19990312,200517, , ,00000000,L
0080004889,000010,0000000483,000001,Q,J,186.0,ST,0.0, ,19990311,201231,DPC1020, ,00000000, 
0080004889,000010,0049014001,000001,R,J,186.0,ST,8556.0,DEM,19990311,201235,DPC1020,601,00000000, 
0080004889,000010,0090011041,000010,M,J,186.0,ST,12090.0,DEM,19990312,200526, , ,00000000,L
0080004889,000020,0000000483,000002,Q,J,91.0,ST,0.0, ,19990311,201231,DPC1015, ,00000000, 
0080004889,000020,0049014001,000002,R,J,91.0,ST,17290.0,DEM,19990311,201235,DPC1015,601,00000000, 
0080004889,000020,0090011041,000020,M,J,91.0,ST,24206.0,DEM,19990312,200526, , ,00000000,L
0080004889,000030,0000000483,000003,Q,J,91.0,ST,0.0, ,19990311,201231,DPC1004, ,00000000, 
0080004889,000030,0049014001,000003,R,J,91.0,ST,113387.82,DEM,19990311,201235,DPC1004,601,00000000, 
0080004889,000030,0090011041,000030,M,J,91.0,ST,158795.0,DEM,19990312,200526, , ,00000000,L
0080004889,000040,0000000483,000004,Q,J,305.0,ST,0.0, ,19990311,201231,DPC1011, ,00000000, 
0080004889,000040,0049014001,000004,R,J,305.0,ST,12209.15,DEM,19990311,201235,DPC1011,601,00000000, 
0080004889,000040,0090011041,000040,M,J,305.0,ST,17208.1,DEM,19990312,200526, , ,00000000,L
0080004890,000010,0000000484,000001,Q,J,318.0,ST,0.0, ,19990311,201241,DPC1005, ,00000000, 
0080004890,000010,0049014002,000001,R,J,318.0,ST,116355.36,DEM,19990311,201244,DPC1005,601,00000000, 
0080004890,000010,0090011042,000010,M,J,318.0,ST,155206.26,DEM,19990312,200532, , ,00000000,L
0080004890,000020,0000000484,000002,Q,J,60.0,ST,0.0, ,19990311,201241,DPC1016, ,00000000, 
0080004890,000020,0049014002,000002,R,J,60.0,ST,7971.0,DEM,19990311,201244,DPC1016,601,00000000, 
0080004890,000020,0090011042,000020,M,J,60.0,ST,11048.4,DEM,19990312,200532, , ,00000000,L
0080004890,000030,0000000484,000003,Q,J,305.0,ST,0.0, ,19990311,201241,DPC1012, ,00000000, 
0080004890,000030,0049014002,000003,R,J,305.0,ST,15520.09,DEM,19990311,201244,DPC1012,601,00000000, 
0080004890,000030,0090011042,000030,M,J,305.0,ST,21510.92,DEM,19990312,200532, , ,00000000,L
0080004892,000010,0000000241,000001,Q,J,400.0,ST,0.0, ,19990315,200147,1400-400, ,00000000, 
0080004892,000010,0049014129,000001,R,J,400.0,ST,18000.0,DEM,19990315,200206,1400-400,601,00000000, 
0080004892,000010,0090011143,000010,M,J,400.0,ST,120000.0,DEM,19990316,200104, , ,00000000,L
0080004892,000020,0000000241,000002,Q,J,875.0,ST,0.0, ,19990315,200147,1400-100, ,00000000, 
0080004892,000020,0049014129,000002,R,J,875.0,ST,38500.0,DEM,19990315,200206,1400-100,601,00000000, 
0080004892,000020,0090011143,000020,M,J,875.0,ST,52500.0,DEM,19990316,200104, , ,00000000,L
0080004893,000010,0000000491,000001,Q,J,7.0,ST,0.0, ,19990315,200218,M-05, ,00000000, 
0080004893,000010,0049014130,000001,R,J,7.0,ST,3919.9,DEM,19990315,200223,M-05,601,00000000, 
0080004893,000010,0090011144,000010,M,J,7.0,ST,6160.0,DEM,19990316,200117, , ,00000000,L
0080004893,000020,0000000491,000002,Q,J,8.0,ST,0.0, ,19990315,200218,M-17, ,00000000, 
0080004893,000020,0049014130,000002,R,J,8.0,ST,14216.12,DEM,19990315,200223,M-17,601,00000000, 
0080004893,000020,0090011144,000020,M,J,8.0,ST,22560.0,DEM,19990316,200117, , ,00000000,L
0080004893,000030,0000000491,000003,Q,J,5.0,ST,0.0, ,19990315,200218,M-09, ,00000000, 
0080004893,000030,0049014130,000003,R,J,5.0,ST,7713.29,DEM,19990315,200223,M-09,601,00000000, 
0080004893,000030,0090011144,000030,M,J,5.0,ST,11760.0,DEM,19990316,200117, , ,00000000,L
0080004893,000040,0000000491,000004,Q,J,10.0,ST,0.0, ,19990315,200218,M-13, ,00000000, 
0080004893,000040,0049014130,000004,R,J,10.0,ST,10714.63,DEM,19990315,200223,M-13,601,00000000, 
0080004893,000040,0090011144,000040,M,J,10.0,ST,16200.0,DEM,19990316,200117, , ,00000000,L
0080004894,000010,0000000492,000001,Q,J,6.0,ST,0.0, ,19990315,200229,M-01, ,00000000, 
0080004894,000010,0049014131,000001,R,J,6.0,ST,6612.49,DEM,19990315,200231,M-01,601,00000000, 
0080004894,000010,0090011145,000010,M,J,6.0,ST,10080.0,DEM,19990316,200125, , ,00000000,L
0080004895,000010,0000000493,000001,Q,J,43.0,ST,0.0, ,19990315,200235,M-09, ,00000000, 
0080004895,000010,0049014132,000001,R,J,43.0,ST,66334.3,DEM,19990315,200238,M-09,601,00000000, 
0080004895,000010,0090011146,000010,M,J,43.0,ST,96836.0,DEM,19990316,200128, , ,00000000,L
0080004895,000020,0000000493,000002,Q,J,35.0,ST,0.0, ,19990315,200235,M-05, ,00000000, 
0080004895,000020,0049014132,000002,R,J,35.0,ST,19599.51,DEM,19990315,200238,M-05,601,00000000, 
0080004895,000020,0090011146,000020,M,J,35.0,ST,28350.0,DEM,19990316,200128, , ,00000000,L
0080004895,000030,0000000493,000003,Q,J,39.0,ST,0.0, ,19990315,200235,M-01, ,00000000, 
0080004895,000030,0049014132,000003,R,J,39.0,ST,42981.2,DEM,19990315,200238,M-01,601,00000000, 
0080004895,000030,0090011146,000030,M,J,39.0,ST,63570.0,DEM,19990316,200128, , ,00000000,L
0080004895,000040,0000000493,000004,Q,J,44.0,ST,0.0, ,19990315,200235,M-13, ,00000000, 
0080004895,000040,0049014132,000004,R,J,44.0,ST,47144.38,DEM,19990315,200238,M-13,601,00000000, 
0080004895,000040,0090011146,000040,M,J,44.0,ST,66880.0,DEM,19990316,200128, , ,00000000,L
0080004896,000010,0000000494,000001,Q,J,49.0,ST,0.0, ,19990315,200243,M-17, ,00000000, 
0080004896,000010,0049014133,000001,R,J,49.0,ST,87073.75,DEM,19990315,200245,M-17,601,00000000, 
0080004896,000010,0090011147,000010,M,J,49.0,ST,132432.3,DEM,19990316,200134, , ,00000000,L
0080004897,000010,0090011148,000010,M,J,0.0,ST,0.0,DEM,19990316,200137, , ,00000000,L
0080004897,000010,19990315,200251,R,J,0.0,ST,0.0,DEM,19990315,200251,1400-750, ,00000000, 
0080004897,000020,0000000242,000001,Q,J,525.0,ST,0.0, ,19990315,200248,1400-200, ,00000000, 
0080004897,000020,0049014134,000001,R,J,525.0,ST,12075.0,DEM,19990315,200251,1400-200,601,00000000, 
0080004897,000020,0090011148,000020,M,J,525.0,ST,15750.0,DEM,19990316,200137, , ,00000000,L
0080004898,000010,0000000495,000001,Q,J,8.0,ST,0.0, ,19990315,200255,M-10, ,00000000, 
0080004898,000010,0049014135,000001,R,J,8.0,ST,12821.53,DEM,19990315,200258,M-10,601,00000000, 
0080004898,000010,0090011149,000010,M,J,8.0,ST,19824.0,DEM,19990316,200141, , ,00000000,L
0080004898,000020,0000000495,000002,Q,J,6.0,ST,0.0, ,19990315,200255,M-02, ,00000000, 
0080004898,000020,0049014135,000002,R,J,6.0,ST,7546.54,DEM,19990315,200258,M-02,601,00000000, 
0080004898,000020,0090011149,000020,M,J,6.0,ST,11508.0,DEM,19990316,200141, , ,00000000,L
0080004898,000030,0000000495,000003,Q,J,12.0,ST,0.0, ,19990315,200255,M-18, ,00000000, 
0080004898,000030,0049014135,000003,R,J,12.0,ST,20833.74,DEM,19990315,200258,M-18,601,00000000, 
0080004898,000030,0090011149,000030,M,J,12.0,ST,16872.0,DEM,19990316,200141, , ,00000000,L
0080004898,000040,0000000495,000004,Q,J,13.0,ST,0.0, ,19990315,200255,M-14, ,00000000, 
0080004898,000040,0049014135,000004,R,J,13.0,ST,14334.83,DEM,19990315,200258,M-14,601,00000000, 
0080004898,000040,0090011149,000040,M,J,13.0,ST,22087.0,DEM,19990316,200141, , ,00000000,L
0080004899,000010,0000000496,000001,Q,J,8.0,ST,0.0, ,19990315,200302,M-06, ,00000000, 
0080004899,000010,0049014136,000001,R,J,8.0,ST,8806.29,DEM,19990315,200305,M-06,601,00000000, 
0080004899,000010,0090011150,000010,M,J,8.0,ST,13440.0,DEM,19990316,200146, , ,00000000,L
0080004900,000010,0000000497,000001,Q,J,42.0,ST,0.0, ,19990315,200308,M-10, ,00000000, 
0080004900,000010,0049014137,000001,R,J,42.0,ST,67313.03,DEM,19990315,200311,M-10,601,00000000, 
0080004900,000010,0090011151,000010,M,J,42.0,ST,98700.0,DEM,19990316,200149, , ,00000000,L
0080004900,000020,0000000497,000002,Q,J,44.0,ST,0.0, ,19990315,200308,M-02, ,00000000, 
0080004900,000020,0049014137,000002,R,J,44.0,ST,55341.31,DEM,19990315,200311,M-02,601,00000000, 
0080004900,000020,0090011151,000020,M,J,44.0,ST,83072.0,DEM,19990316,200149, , ,00000000,L
0080004900,000030,0000000497,000003,Q,J,45.0,ST,0.0, ,19990315,200308,M-06, ,00000000, 
0080004900,000030,0049014137,000003,R,J,45.0,ST,49535.38,DEM,19990315,200311,M-06,601,00000000, 
0080004900,000030,0090011151,000030,M,J,45.0,ST,67455.0,DEM,19990316,200149, , ,00000000,L
0080004900,000040,0000000497,000004,Q,J,47.0,ST,0.0, ,19990315,200308,M-18, ,00000000, 
0080004900,000040,0049014137,000004,R,J,47.0,ST,81598.8,DEM,19990315,200311,M-18,601,00000000, 
0080004900,000040,0090011151,000040,M,J,47.0,ST,61053.0,DEM,19990316,200149, , ,00000000,L
0080004901,000010,0000000498,000001,Q,J,49.0,ST,0.0, ,19990315,200317,M-14, ,00000000, 
0080004901,000010,0049014138,000001,R,J,49.0,ST,54031.29,DEM,19990315,200319,M-14,601,00000000, 
0080004901,000010,0090011152,000010,M,J,49.0,ST,78351.0,DEM,19990316,200155, , ,00000000,L
0080004902,000010,0000000243,000001,Q,J,71.0,ST,0.0, ,19990315,200322,1400-300, ,00000000, 
0080004902,000010,0049014139,000001,R,J,71.0,ST,520697.08,DEM,19990315,200324,1400-300,601,00000000, 
0080004902,000010,0090011153,000010,M,J,71.0,ST,1018063.34,DEM,19990316,200158, , ,00000000,L
0080004903,000010,0000000499,000001,Q,J,12.0,ST,0.0, ,19990315,200327,M-07, ,00000000, 
0080004903,000010,0049014140,000001,R,J,12.0,ST,12373.23,DEM,19990315,200330,M-07,601,00000000, 
0080004903,000010,0090011154,000010,M,J,12.0,ST,16824.0,DEM,19990316,200202, , ,00000000,L
0080004903,000020,0000000499,000002,Q,J,8.0,ST,0.0, ,19990315,200327,M-11, ,00000000, 
0080004903,000020,0049014140,000002,R,J,8.0,ST,13655.2,DEM,19990315,200330,M-11,601,00000000, 
0080004903,000020,0090011154,000020,M,J,8.0,ST,21056.0,DEM,19990316,200202, , ,00000000,L
0080004903,000030,0000000499,000003,Q,J,11.0,ST,0.0, ,19990315,200327,M-19, ,00000000, 
0080004903,000030,0049014140,000003,R,J,11.0,ST,11986.77,DEM,19990315,200330,M-19,601,00000000, 
0080004903,000030,0090011154,000030,M,J,11.0,ST,18579.0,DEM,19990316,200202, , ,00000000,L
0080004903,000040,0000000499,000004,Q,J,6.0,ST,0.0, ,19990315,200327,M-03, ,00000000, 
0080004903,000040,0049014140,000004,R,J,6.0,ST,7448.05,DEM,19990315,200330,M-03,601,00000000, 
0080004903,000040,0090011154,000040,M,J,6.0,ST,11088.0,DEM,19990316,200202, , ,00000000,L
